gs_long,counts,condition
Irgq,1387401.23848793,Turbo1_A
Ciapin1,6943290.20860455,Turbo1_A
Impa2,174713.843931992,Turbo1_A
Wdr13,12213767.2168949,Turbo1_A
Acot7,100712168.939311,Turbo1_A
Slc12a5,106919751.778218,Turbo1_A
Abca7,1463.56594951895,Turbo1_A
Nrbp2,2635075.80451519,Turbo1_A
Rab14,33275955.253726,Turbo1_A
Chn1,517777.232016046,Turbo1_A
Sfxn3,49768289.2789794,Turbo1_A
Isoc1,805038.961269369,Turbo1_A
C11orf54,239311.492532297,Turbo1_A
Acly,54667045.408084,Turbo1_A
Poldip2,536093.60308386,Turbo1_A
Eif4a3,3852719.02347735,Turbo1_A
Ghitm,573976.902450425,Turbo1_A
Ndufs1,22566494.5053219,Turbo1_A
Slc27a4,16788280.6693802,Turbo1_A
Snx9,1165103.43445777,Turbo1_A
Memo1,357704.731321125,Turbo1_A
Rnh1,105578.932820804,Turbo1_A
Stk38,311397.716011769,Turbo1_A
Itm2c,1913824.63316409,Turbo1_A
Wdr45,370583.343182525,Turbo1_A
Rbmxl1,76094058.5369663,Turbo1_A
Ppa2,576329.17841655,Turbo1_A
Chchd6,306073.010447545,Turbo1_A
Ddx41,10439.5108736264,Turbo1_A
Atp5f1c,38960121.2493364,Turbo1_A
Ddx1,14236582.5402987,Turbo1_A
Map1lc3a,4922350.62180925,Turbo1_A
Farp2,2317465.51549223,Turbo1_A
Cbr4,2779725.84426749,Turbo1_A
Pus7,96592.8410311225,Turbo1_A
Sh3bgrl3,516375.023930831,Turbo1_A
Golga4,3791.31373039169,Turbo1_A
Ubap2,527254.997471424,Turbo1_A
Tmem168,14053.4995115618,Turbo1_A
Kdm4b,18967.0363116821,Turbo1_A
Smap1,28490472.8885134,Turbo1_A
Tdrd3,1880513.85406042,Turbo1_A
Rusf1,18054.6567455265,Turbo1_A
Ncoa5,1453596.76877727,Turbo1_A
Gldc,138200.203431728,Turbo1_A
Csde1,21518871.7990924,Turbo1_A
Tmem19,383108.529658621,Turbo1_A
Usb1,20408.0467451385,Turbo1_A
Vps11,4112480.14481708,Turbo1_A
Man2c1,101024.780222307,Turbo1_A
Cdc42ep1,991534.132514905,Turbo1_A
Hdac11,458416.175744625,Turbo1_A
Setd3,1664246.89037425,Turbo1_A
Acsl6,47008224.8614865,Turbo1_A
Daglb,126427.110329993,Turbo1_A
Ndufs2,5097231.08900295,Turbo1_A
Snx15,11027.348992994,Turbo1_A
Psme3ip1,678246.291060958,Turbo1_A
Fig4,98637.1274035777,Turbo1_A
Rabep2,2678443.26817136,Turbo1_A
Elp2,332978.260940526,Turbo1_A
Prkag2,785081.092357001,Turbo1_A
Dgkg,1097587.23380423,Turbo1_A
Gne,93025.251645964,Turbo1_A
Itfg2,2151.52613744554,Turbo1_A
Frs3,2859813.29891395,Turbo1_A
Spats2l,133067.806802456,Turbo1_A
Fubp1,1561472.13943898,Turbo1_A
Lrrfip2,3157.51620324944,Turbo1_A
Spryd4,1599885.45175255,Turbo1_A
Eif3h,6514470.19360703,Turbo1_A
Wwox,1619184.57660723,Turbo1_A
Strbp,530265.590636121,Turbo1_A
Hdhd5,48599.1651268171,Turbo1_A
Eva1a,648747.862141077,Turbo1_A
Yars1,3043866.72392318,Turbo1_A
Ascc2,20982.7687744344,Turbo1_A
Akr1c21,263144.653726109,Turbo1_A
Cisd1,20917698.2592093,Turbo1_A
Cbs,15861056.2104032,Turbo1_A
As3mt,8237267.72844543,Turbo1_A
Zdhhc7,26074.1181709788,Turbo1_A
Ash2l,54286.8200170298,Turbo1_A
Sh3d19,2324600.44451617,Turbo1_A
S1pr5,77496.9566148346,Turbo1_A
Zfand2b,15503.412911373,Turbo1_A
Erlin1,54297.1668571817,Turbo1_A
Crtc3,4083432.41284782,Turbo1_A
Rabif,20657.3896174389,Turbo1_A
Ncald,4318948.65411779,Turbo1_A
Vps36,2579685.84163505,Turbo1_A
Creld1,698337.178115503,Turbo1_A
Acy3,36323.6068353479,Turbo1_A
Pnpo,377512.493280876,Turbo1_A
Dus3l,54845.1289872602,Turbo1_A
Osbpl1a,7601224.22123331,Turbo1_A
Dlg2,80485691.8483854,Turbo1_A
Glra3,644204.400591452,Turbo1_A
Wrnip1,964804.601934047,Turbo1_A
Pip4k2c,847439.968840647,Turbo1_A
Basp1,627451.208110578,Turbo1_A
Pcdhga4,875547.09486848,Turbo1_A
Pcdhb18,143014.551398323,Turbo1_A
Pcdha9,5588.45071740711,Turbo1_A
Pcdha7,1108794.56526112,Turbo1_A
Slc13a3,1683.24980198765,Turbo1_A
Mapk8,1498768.81479505,Turbo1_A
Dcp1a,318260.348546537,Turbo1_A
Wasl,8538770.80398654,Turbo1_A
Egln1,47959.3523862359,Turbo1_A
Ipo9,7298971.41044666,Turbo1_A
Synpo2,165243.022682366,Turbo1_A
Atl3,205521.899636286,Turbo1_A
Asl,744967.08666935,Turbo1_A
Atg13,45208.3372860093,Turbo1_A
Arrb2,361192.546527986,Turbo1_A
Snx4,1253357.4574086,Turbo1_A
Mtif2,14879.2924845949,Turbo1_A
Lrrc49,240662.668051307,Turbo1_A
Uckl1,231379.133038907,Turbo1_A
Arhgap35,64782751.6251274,Turbo1_A
D6Wsu163e,220430.997407406,Turbo1_A
Uap1,431716.059319835,Turbo1_A
Bag2,75922.0953997053,Turbo1_A
L2hgdh,1612684.82704988,Turbo1_A
Nln,38132.0794567827,Turbo1_A
Elmod3,39669.9505179132,Turbo1_A
Csdc2,424047.871804221,Turbo1_A
Rpn1,17501646.5056369,Turbo1_A
Twf1,9064072.92344632,Turbo1_A
Mettl13,139627.302371919,Turbo1_A
Prpf6,128377.208787814,Turbo1_A
Camk1,46691.827646784,Turbo1_A
Ndufv1,19618846.1622298,Turbo1_A
Rnf185,268819.708463971,Turbo1_A
Ythdf2,1766976.23951899,Turbo1_A
Lzts2,3498199.59489481,Turbo1_A
Dnajc3,198816.923247249,Turbo1_A
Lpgat1,2255135.53893673,Turbo1_A
Ptbp2,4414571.14099976,Turbo1_A
Ttc1,1644475.77840204,Turbo1_A
Gbp7,566616.000579767,Turbo1_A
Fyttd1,1511738.57353201,Turbo1_A
Grhpr,3819062.20938635,Turbo1_A
Diras1,3805579.2666711,Turbo1_A
Srgap2,10399126.1233936,Turbo1_A
Srgap1,619556.340495093,Turbo1_A
Bmp2k,176609.688381328,Turbo1_A
Pcca,12354160540.1534,Turbo1_A
Vangl2,4643680.99800636,Turbo1_A
Abhd3,2191579.85788448,Turbo1_A
Ugp2,19945636.8287373,Turbo1_A
Sh2b1,1537667.57516709,Turbo1_A
Lpin1,401539.726507104,Turbo1_A
Necab2,1705206.09606689,Turbo1_A
Rab4b,2772560.69805165,Turbo1_A
Fgd4,2457749.20456927,Turbo1_A
Dst,2631754.17897628,Turbo1_A
Mia2,30691.637720768,Turbo1_A
Dcbld2,42889.3360771263,Turbo1_A
Pofut1,358105.90931616,Turbo1_A
Smarca5,534290.061715642,Turbo1_A
Lrp1,32950476.0313286,Turbo1_A
Sncb,10781978.8212837,Turbo1_A
Supt16h,527481.127455441,Turbo1_A
Kcnh5,88477.1572930778,Turbo1_A
Fdps,2246238.39452469,Turbo1_A
Chrm5,10866.2545724561,Turbo1_A
Wdr7,61715807.6681404,Turbo1_A
Fads1,804666.886554795,Turbo1_A
Syt17,608486.147713793,Turbo1_A
Hlcs,11843186.3443457,Turbo1_A
Syt12,599403.61611676,Turbo1_A
Brinp1,3187594.79402568,Turbo1_A
Ak5,3217904.16457935,Turbo1_A
Vps16,4433343.6128289,Turbo1_A
Ivns1abp,33332.1420765055,Turbo1_A
Als2,202623.367280288,Turbo1_A
Rab31,152785.896140406,Turbo1_A
Tardbp,41464778.5524411,Turbo1_A
Hnrnpll,9202616.94942489,Turbo1_A
Etfdh,14407796.0330037,Turbo1_A
Tubgcp2,441899.506226879,Turbo1_A
Acaa1a,1547935.55022558,Turbo1_A
Tf,628186.31488634,Turbo1_A
Sh3bp4,645369.935992171,Turbo1_A
Rheb,6726690.43013546,Turbo1_A
Tmco1,864552.776642952,Turbo1_A
Sf3b3,20513063.6198504,Turbo1_A
Golga2,1639109.10017463,Turbo1_A
Cyrib,13255498.4431889,Turbo1_A
Alg1,121965.991286762,Turbo1_A
Rin1,394109.474155511,Turbo1_A
Mrpl37,315044.89244674,Turbo1_A
Tor1aip1,447981.184508661,Turbo1_A
Chmp1a,90432.0077603616,Turbo1_A
Cryzl1,1030374.53923562,Turbo1_A
Macrod1,7416.76702950177,Turbo1_A
Dars1,43407304.619022,Turbo1_A
Traf7,231781.396405813,Turbo1_A
Ppp6r3,6756011.45871938,Turbo1_A
Mthfd1,28992734.2141053,Turbo1_A
Pcyt2,8341987.72486733,Turbo1_A
Fastkd2,135363.247982768,Turbo1_A
Tubb6,10223918.3732682,Turbo1_A
Slc25a36,158466.072538881,Turbo1_A
Pdk3,11908.7366308995,Turbo1_A
Gmppa,2072298.56404082,Turbo1_A
Clip1,5970414.13198185,Turbo1_A
Tspan2,938390.282275756,Turbo1_A
Far1,330236.587286025,Turbo1_A
Kctd10,336624.864911721,Turbo1_A
Tmem132a,1120500.86354905,Turbo1_A
Glyr1,1081095.16061451,Turbo1_A
Mtarc2,12210972.201109,Turbo1_A
Pycr2,5549088.59471756,Turbo1_A
Lrrc59,867206.874441433,Turbo1_A
Chid1,37907.2579825834,Turbo1_A
Phaf1,3946357.93376786,Turbo1_A
Pdia6,900669.609625058,Turbo1_A
Pde2a,9834652.98098659,Turbo1_A
Prpf3,14289844.1809907,Turbo1_A
Plrg1,220544.146413543,Turbo1_A
Prmt7,95861.6966176727,Turbo1_A
Ubxn1,343470.175251747,Turbo1_A
Ggact,52489.3882892968,Turbo1_A
Dbr1,20158.3771829996,Turbo1_A
Blvrb,1727910.08139604,Turbo1_A
Wbp11,934344.609066744,Turbo1_A
Polr2h,73621.2922287345,Turbo1_A
Csmd1,600610.8367199,Turbo1_A
Ppp1r16a,188221.464465048,Turbo1_A
Camk2g,2786055.73301896,Turbo1_A
Tom1l1,NA,Turbo1_A
Tgs1,28290.1169366997,Turbo1_A
Gprc5b,12147986.003154,Turbo1_A
Cic,NA,Turbo1_A
Xpo5,116996.93765467,Turbo1_A
Med15,98356.4084195603,Turbo1_A
Mta3,275057.705840732,Turbo1_A
Letmd1,1283901.30645622,Turbo1_A
Mpi,7287973.97537472,Turbo1_A
Slc12a6,6533813.59629254,Turbo1_A
Spred2,453535.600592665,Turbo1_A
Spred1,240237.349230949,Turbo1_A
Mrps2,1400858.09165902,Turbo1_A
Rnf31,768973.795116896,Turbo1_A
Trim66,94066.1001772019,Turbo1_A
Lrp8,45472.6086404113,Turbo1_A
Xpo6,108024.201213789,Turbo1_A
Sntg2,7143.27225421709,Turbo1_A
Ppp2r2d,2666709.51584983,Turbo1_A
Atad3,971095.806080029,Turbo1_A
Sfxn5,13365407.7240054,Turbo1_A
Sfxn4,1253403.66182894,Turbo1_A
Grip1,6812082.31803632,Turbo1_A
Taldo1,6475280.43058351,Turbo1_A
Rnf112,171963.076489878,Turbo1_A
Hnrnpab,2893907.46003644,Turbo1_A
Myo5a,34601608.2760613,Turbo1_A
Cacna1d,13157.1128154014,Turbo1_A
Sec14l2,7074204.77973543,Turbo1_A
Wdr77,975040.40980807,Turbo1_A
Mrm1,164446.814296915,Turbo1_A
Ophn1,461394.404505677,Turbo1_A
Mlycd,519076.371485036,Turbo1_A
Nrbp1,416620.153880091,Turbo1_A
Dhrs7b,1284491.64202713,Turbo1_A
Derl1,272165.351455737,Turbo1_A
Nans,464182.408472566,Turbo1_A
Def8,26804.1492578512,Turbo1_A
Atg5,21395.0447880057,Turbo1_A
Nptxr,978192.614366487,Turbo1_A
Cdk9,30155.8772600004,Turbo1_A
Mpst,11834893.8578177,Turbo1_A
Pacsin3,54251.0837813741,Turbo1_A
Mvd,1017711.91308766,Turbo1_A
Psip1,3266237.96963358,Turbo1_A
Gpr37l1,12982902.9525105,Turbo1_A
Clstn3,116922.014179179,Turbo1_A
Psmd6,5819467.38544398,Turbo1_A
Rap1b,26437526.4846133,Turbo1_A
Klhl22,130680.795726557,Turbo1_A
Map4k3,5004341.76876022,Turbo1_A
Homer3,24979.5577094815,Turbo1_A
Ggt7,2733050.87376353,Turbo1_A
Sfxn1,14639580.5056427,Turbo1_A
Tlcd1,187547.747656352,Turbo1_A
Lims1,1496433.15093445,Turbo1_A
Gorasp2,4474622.88325391,Turbo1_A
Eif3m,643494.320752013,Turbo1_A
Nxf1,1173464.48788549,Turbo1_A
Hadhb,6277486.34752692,Turbo1_A
Gimap4,8048.91273590844,Turbo1_A
Plpp3,13943445.5691334,Turbo1_A
Actr3,25839096.8481066,Turbo1_A
Pdxdc1,7075138.35866694,Turbo1_A
Nlgn1,2272449.72930317,Turbo1_A
Ufsp2,170682.746063939,Turbo1_A
Arfgap2,2501941.97620272,Turbo1_A
Usp11,563632.188118012,Turbo1_A
Nono,19387428.9186883,Turbo1_A
Pls3,757729.637729701,Turbo1_A
Aass,40051.729161959,Turbo1_A
Rragc,1068511.32267987,Turbo1_A
Smox,904860.097994894,Turbo1_A
Psat1,18410335.9430266,Turbo1_A
Tab2,215834.534336695,Turbo1_A
Rtf2,22755.8774765439,Turbo1_A
C4orf19,65368.2796446,Turbo1_A
Hagh,3420473.41940888,Turbo1_A
Vwa5a,22323398.9513849,Turbo1_A
Unc45a,106438.065743929,Turbo1_A
Me2,315103.622854553,Turbo1_A
Dok4,676242.203530305,Turbo1_A
Tmed9,640065.256661646,Turbo1_A
Rbm10,1448660.99249097,Turbo1_A
Stk24,1362735.92830185,Turbo1_A
Aco2,481564395.447579,Turbo1_A
Dctn2,18548880.0518765,Turbo1_A
Cmas,14522114.7554034,Turbo1_A
Dpp3,777634.924776519,Turbo1_A
Rab28,1141495.69806739,Turbo1_A
Clint1,20623153.4346493,Turbo1_A
Cryl1,44084.9661727804,Turbo1_A
Prpf19,12761921.4475874,Turbo1_A
Nampt,5103871.4761717,Turbo1_A
Rnf34,3045.12928984852,Turbo1_A
Ppif,161991.992395233,Turbo1_A
Vmp1,2708698.74926655,Turbo1_A
Itfg1,20214.831068477,Turbo1_A
Mlf2,1643422.68555758,Turbo1_A
Gak,17407397.4241808,Turbo1_A
Dhrs1,5929310.08101123,Turbo1_A
Hibadh,484033.674444765,Turbo1_A
Cds2,9706765.42758405,Turbo1_A
Eif2s2,3487312.12690916,Turbo1_A
St13,2285819.54181946,Turbo1_A
Elp5,201572.20101229,Turbo1_A
Sntb1,532090.028081796,Turbo1_A
Dhrs4,3837510.80501947,Turbo1_A
Mat2b,1965669.16621883,Turbo1_A
Sardh,689894.480741418,Turbo1_A
Cstf1,1119492.23853605,Turbo1_A
Ndufa10,6431411.59705784,Turbo1_A
Etfa,3811865.40022957,Turbo1_A
Eif2b1,18531377.2798838,Turbo1_A
Pex6,121474.936479026,Turbo1_A
Gps1,1717300.83011909,Turbo1_A
Eif2b2,63379.7011340927,Turbo1_A
Abcf2,2995027.08842248,Turbo1_A
Rtcb,7442426.6991836,Turbo1_A
Usp16,24305.820109256,Turbo1_A
Tmem51,538195.204129144,Turbo1_A
Tnpo2,1489184.80640265,Turbo1_A
Ttc5,6802694.07524613,Turbo1_A
Ptdss1,2325061.15126085,Turbo1_A
Sh3bp5l,227867.779328265,Turbo1_A
Clcc1,916706.669662625,Turbo1_A
Hgs,4467564.34312907,Turbo1_A
Cttnbp2nl,20167358.4515132,Turbo1_A
Fuca1,115915.367623808,Turbo1_A
Rcbtb2,136201.116173649,Turbo1_A
Grpel1,79391.8822051182,Turbo1_A
Abhd12,9673623.11056832,Turbo1_A
Psph,283789.667177875,Turbo1_A
Chmp1b1,200415.469283218,Turbo1_A
Park7,9561709.43093039,Turbo1_A
Ndufs5,131456.434309607,Turbo1_A
Marchf2,17256.4391153251,Turbo1_A
Hspa14,187159.321793315,Turbo1_A
Nck1,9764044.08334862,Turbo1_A
Epdr1,3998238.30150695,Turbo1_A
Ptprt,3488451.04012494,Turbo1_A
Dnaja3,1324.00528984197,Turbo1_A
Rnf141,94501.89217617,Turbo1_A
Nasp,614562.610481461,Turbo1_A
Wdr6,578769.584306568,Turbo1_A
Erc1,3144260.52209567,Turbo1_A
Ddx50,48821.8741975319,Turbo1_A
Grk2,12463342.0001775,Turbo1_A
Pccb,47335158.0572951,Turbo1_A
Actl6b,559575.267393553,Turbo1_A
Gigyf1,399052.147279172,Turbo1_A
Slc12a9,119443.266187221,Turbo1_A
Srrt,120951.459073273,Turbo1_A
Mccc1,2290830989.6534,Turbo1_A
Tpgs1,53569.5654465153,Turbo1_A
Msh4,NA,Turbo1_A
Adar,1808754.14585437,Turbo1_A
Tmem121b,433684.121264691,Turbo1_A
Cyp4f3,NA,Turbo1_A
Cadm3,6073842.06819865,Turbo1_A
Raf1,825393.089462504,Turbo1_A
Mrpl43,141942.423272448,Turbo1_A
Mrpl27,159317.317664601,Turbo1_A
Mrpl16,11138.3766257175,Turbo1_A
Mrpl9,380863.154083797,Turbo1_A
Mrpl3,806512.606999699,Turbo1_A
Acss1,1591751.90588171,Turbo1_A
Sf3b1,15786728.5361402,Turbo1_A
Rims1,14797979.3894712,Turbo1_A
Nsmf,1483097.20666066,Turbo1_A
Cep41,138502.201773859,Turbo1_A
Ankrd17,821326.565688603,Turbo1_A
Pard3,177268.91516558,Turbo1_A
Cntnap4,4003782.60952318,Turbo1_A
Rab27b,241776.523408268,Turbo1_A
Slc29a3,68984.3113637912,Turbo1_A
Rtn4,58458431.0671004,Turbo1_A
Nup155,29240.4732285121,Turbo1_A
Slc24a3,132262.57512387,Turbo1_A
Cdh23,4247.7532145167,Turbo1_A
Ogfr,39249.6589013787,Turbo1_A
Lrrc4,351053.513555892,Turbo1_A
Lpin2,5223143.57354254,Turbo1_A
Ntm,16221558.7362755,Turbo1_A
Rrbp1,35044836.2299155,Turbo1_A
Ubxn6,1553712.2436559,Turbo1_A
Scd3,77214.0995780696,Turbo1_A
Uck2,38707.7324993521,Turbo1_A
Arhgdia,24190960.698467,Turbo1_A
Acsbg1,51074124.0494299,Turbo1_A
Dhx30,3812137.72489514,Turbo1_A
Prpf8,3834186.60705298,Turbo1_A
Bcl11b,33176.1747994165,Turbo1_A
KRT23,784935.98666867,Turbo1_A
Ndufa5,1026360.96460874,Turbo1_A
Cox6c,2075822.52915612,Turbo1_A
Atp5mg,940410.841999032,Turbo1_A
Rpl17,9108766.85190024,Turbo1_A
Mrpl15,210552.944653491,Turbo1_A
Hint3,1173108.81164492,Turbo1_A
Nanp,163228.086321042,Turbo1_A
Glo1,43218249.5769182,Turbo1_A
Mgst3,13903681.3344801,Turbo1_A
Glod4,17493974.8383681,Turbo1_A
P2ry12,1959879.97983408,Turbo1_A
Cntnap2,15974772.8358232,Turbo1_A
Arpc5,2675156.68681097,Turbo1_A
Atg3,6317384.4921336,Turbo1_A
Mrps16,656466.142060152,Turbo1_A
Uqcr11,158223.357621586,Turbo1_A
Lap3,2520642.76990789,Turbo1_A
Dmac1,1511671.12976368,Turbo1_A
Mrpl24,1144.34065959419,Turbo1_A
Chmp3,205044.037043415,Turbo1_A
Lamtor1,359768.074387801,Turbo1_A
Stambp,16111283.221384,Turbo1_A
Nudcd2,854362.809626136,Turbo1_A
Ncbp2,110087.577931439,Turbo1_A
Ndufc2,72905.9332652549,Turbo1_A
Pgls,1705212.33692284,Turbo1_A
Decr1,5638602.23168053,Turbo1_A
Mtap,1456976.31444946,Turbo1_A
Uqcrq,790616.993598605,Turbo1_A
Ndufa2,2101178.38070948,Turbo1_A
Vps25,66436.2448711946,Turbo1_A
Fis1,764452.334596282,Turbo1_A
Trappc5,914585.925848481,Turbo1_A
Sdhb,8951262.45051529,Turbo1_A
Cisd2,1030072.07447565,Turbo1_A
Bzw1,950176.219957482,Turbo1_A
Ndufb4,881480.825807362,Turbo1_A
Sar1b,4657476.09973438,Turbo1_A
Rab5a,5527726.96943276,Turbo1_A
Nipsnap3b,626012.323536751,Turbo1_A
Mrps17,641980.859011469,Turbo1_A
Ergic3,656127.710227311,Turbo1_A
RTRAF,114816.65345753,Turbo1_A
Mrpl11,37804.3640393059,Turbo1_A
Nudt21,2042375.12134488,Turbo1_A
Mrpl57,157933.853817902,Turbo1_A
Pcyox1,5070364.64906288,Turbo1_A
Tmem100,742664.086197168,Turbo1_A
Ndufb5,763532.512928901,Turbo1_A
Btf3l4,59089.7837981567,Turbo1_A
Gmfb,19012845.1463353,Turbo1_A
Iftap,90678.6595994021,Turbo1_A
Cotl1,9683404.48506867,Turbo1_A
Snrpb2,51911.0297172933,Turbo1_A
Rnf2,13146.8493726968,Turbo1_A
Denr,2793352.64070601,Turbo1_A
Ndufb9,5934733.44484262,Turbo1_A
Rwdd1,8364.56165774895,Turbo1_A
Txndc17,53867.7354566221,Turbo1_A
Glrx3,3433225.86880762,Turbo1_A
Trap1,11161055.4013235,Turbo1_A
Atp5pb,12981251.2059315,Turbo1_A
Rps21,805517.171497113,Turbo1_A
Acot13,925348.737222986,Turbo1_A
Slc25a46,11084361.2435133,Turbo1_A
Sec61b,502699.873142352,Turbo1_A
Mri1,2638128.35066693,Turbo1_A
Txndc12,1468.88933415732,Turbo1_A
Rer1,456996.562815971,Turbo1_A
Zwint,397128.365897581,Turbo1_A
Retreg3,59675.7582045874,Turbo1_A
Ywhab,43512648.20014,Turbo1_A
Ykt6,11035730.8737226,Turbo1_A
Arl8b,22807554.8202744,Turbo1_A
Cyb5b,2020549.95801799,Turbo1_A
Cldnd1,136081.052166243,Turbo1_A
Ndufa6,1259392.35964393,Turbo1_A
Psmd9,82165.3196988974,Turbo1_A
Ufc1,984340.410784198,Turbo1_A
Ppid,4612938.00897273,Turbo1_A
Vta1,3132110.20665019,Turbo1_A
Ccdc43,4140106.56110866,Turbo1_A
Ppdpf,NA,Turbo1_A
Wdr45b,543961.04931758,Turbo1_A
Atp6v1g1,422809.813756416,Turbo1_A
Nkiras2,NA,Turbo1_A
Rpl14,2912344.72683396,Turbo1_A
Golt1b,44056.0809001579,Turbo1_A
Slc25a11,45090784.6319269,Turbo1_A
Tmem33,5889950.08258751,Turbo1_A
Uqcrfs1,12865694.8863262,Turbo1_A
Carhsp1,963516.322648045,Turbo1_A
Necap1,18580866.4452434,Turbo1_A
Golph3,307120.957484758,Turbo1_A
Dmac2l,49508.7771811503,Turbo1_A
Fgfr1op2,17092.5850057873,Turbo1_A
Nhp2,68051.3432180685,Turbo1_A
Tppp3,5459586.06495007,Turbo1_A
Mtfp1,1288584.08551572,Turbo1_A
Lrrc40,1247656.29010525,Turbo1_A
Ociad1,NA,Turbo1_A
Xpot,148725.107894729,Turbo1_A
Gdpd1,3516386.7362155,Turbo1_A
Prps2,214421.506564588,Turbo1_A
Filip1,6656.66300791713,Turbo1_A
Nrxn1,18863851.050499,Turbo1_A
Pard3b,1560724.23430239,Turbo1_A
Dis3,2337644.69749421,Turbo1_A
Snw1,80398.6648877564,Turbo1_A
Ranbp3,1833628.80852746,Turbo1_A
Micu3,1611669.11281454,Turbo1_A
Smc1a,98809.8285426632,Turbo1_A
Zmym2,37363.5510925969,Turbo1_A
Smurf1,877853.475351369,Turbo1_A
Arpc2,65420564.4032213,Turbo1_A
Spata45,3618.80325245139,Turbo1_A
Smc3,77545.3741667403,Turbo1_A
Ppp1r3g,8947066.40920989,Turbo1_A
Raver1,199474.497903262,Turbo1_A
Golga1,101861.329177223,Turbo1_A
Nubpl,56095.2367290514,Turbo1_A
Mtfr1l,5573445.10245416,Turbo1_A
Tubb2b,98118181.0036344,Turbo1_A
Bbs2,249859.561772054,Turbo1_A
Atic,3761254.47766224,Turbo1_A
Snx2,12203551.5442769,Turbo1_A
Arhgef25,39762.0940926967,Turbo1_A
Smyd3,10516.2276134687,Turbo1_A
Ddah1,7759513.99941118,Turbo1_A
Rnf135,15964.5282282937,Turbo1_A
Ints11,45331.1967183025,Turbo1_A
Uqcc1,705132.747721003,Turbo1_A
Nup37,150391.878156516,Turbo1_A
Ndufaf1,121356.183567368,Turbo1_A
Rpusd4,9539.40629924159,Turbo1_A
Napg,8518049.94024857,Turbo1_A
Ist1,13600221.8010737,Turbo1_A
Sugt1,11837856.6797509,Turbo1_A
Psmd8,2204161.71468122,Turbo1_A
Cygb,1911.30794053943,Turbo1_A
Hnrnpa0,4523625.89855104,Turbo1_A
Tbc1d15,1996256.00003811,Turbo1_A
Coq5,25796.8560979612,Turbo1_A
Abcb8,1124037.97526087,Turbo1_A
Rbm33,34930.400165673,Turbo1_A
Exo5,586482.428883267,Turbo1_A
Dhrs7,1638798.01932627,Turbo1_A
Cenpv,8014932.7397945,Turbo1_A
Pmpcb,2018900.815876,Turbo1_A
Sdhd,2015140.12439617,Turbo1_A
Dcun1d5,26882.3033250928,Turbo1_A
Cacybp,11271200.0646287,Turbo1_A
Rpl11,18889734.8921631,Turbo1_A
Cuedc2,179696.216158665,Turbo1_A
Ilf2,403602.494586916,Turbo1_A
Pigk,1124225.51974147,Turbo1_A
Snx7,87554.6571249989,Turbo1_A
Tecr,18368728.3299214,Turbo1_A
Serbp1,8206196.98107748,Turbo1_A
Blvra,9577259.9538509,Turbo1_A
Gar1,44734.9058096985,Turbo1_A
Ssu72,50680.8135724116,Turbo1_A
Trim13,7334.90117192807,Turbo1_A
Prxl2a,1611291.09572978,Turbo1_A
Glipr2,2395.57057121487,Turbo1_A
Spcs2,2860480.48378326,Turbo1_A
Sesn3,25314.5401746068,Turbo1_A
Pgm3,1842722.79289436,Turbo1_A
Cap2,19395275.4593926,Turbo1_A
Dph7,77417.1471427909,Turbo1_A
Tpd52l2,7498883.55150093,Turbo1_A
Cops7a,123074.836673763,Turbo1_A
Uqcrc1,41122569.0875261,Turbo1_A
Snf8,464811.360784438,Turbo1_A
Ola1,2609811.18121833,Turbo1_A
Naxd,2700379.49550566,Turbo1_A
Nsfl1c,3355014.57819957,Turbo1_A
Cep97,447701.433741131,Turbo1_A
Srfbp1,105685.825148252,Turbo1_A
Zcrb1,56317.9992783354,Turbo1_A
Nde1,77153.8672847828,Turbo1_A
Sdhc,6860015.04890116,Turbo1_A
Thumpd2,180367.165580759,Turbo1_A
Scrn1,4780343.35757365,Turbo1_A
Gars1,9369903.58766044,Turbo1_A
Psmg3,282270.272962413,Turbo1_A
Hspa12b,1141945.17207212,Turbo1_A
Rpl15,2346581.10608401,Turbo1_A
Shisa9,4635414.76324464,Turbo1_A
Bcs1l,811341.595397288,Turbo1_A
Cdc37l1,3555270.68910842,Turbo1_A
Tomm40l,324658.709313378,Turbo1_A
Tsfm,46992.9654701189,Turbo1_A
Aldh1b1,4862204.96798913,Turbo1_A
Polr3e,18652.136655573,Turbo1_A
Rab3b,6554157.19298017,Turbo1_A
Cs,60562464.2994049,Turbo1_A
Acsl3,6896428.2510362,Turbo1_A
Tomm70,11312983.3840398,Turbo1_A
Elp3,637704.565549763,Turbo1_A
Emc4,147135.469281535,Turbo1_A
Ube2v1,3513135.32793212,Turbo1_A
Lipt2,75168.9518475493,Turbo1_A
Nt5c3a,23466.3409891615,Turbo1_A
Mpc2,13445671.6180125,Turbo1_A
Ccdc47,471517.645304886,Turbo1_A
Nkain1,5925.27444492122,Turbo1_A
Pdhb,59886880.7348967,Turbo1_A
Acbd6,1006807.03822119,Turbo1_A
Mdm1,4676.39293537269,Turbo1_A
Mms19,4112334.07369053,Turbo1_A
Mgrn1,210544.496254974,Turbo1_A
Arpin,5838452.57680012,Turbo1_A
Mtpap,251664.623919279,Turbo1_A
Hnrnpm,61739808.3787378,Turbo1_A
Lysmd1,536321.485621413,Turbo1_A
Lman1,260386.31737113,Turbo1_A
Pgm1,5197476.26723058,Turbo1_A
Mrps30,1997421.65581023,Turbo1_A
