gs_long,counts,condition
Ubp1,NA,Turbo1_A
Mfn1,NA,Turbo1_A
Srgap3,NA,Turbo1_A
Cpeb2,NA,Turbo1_A
Wdr82,NA,Turbo1_A
Tufm,NA,Turbo1_A
Svop,NA,Turbo1_A
Rnf214,NA,Turbo1_A
Trim65,NA,Turbo1_A
Lpp,NA,Turbo1_A
Tnpo1,NA,Turbo1_A
Plppr1,NA,Turbo1_A
Actbl2,252442.225953451,Turbo1_A
Erlin2,NA,Turbo1_A
Hnrnpa3,NA,Turbo1_A
Sv2b,NA,Turbo1_A
Katnb1,NA,Turbo1_A
Tmem169,NA,Turbo1_A
Rhot1,NA,Turbo1_A
Efr3a,NA,Turbo1_A
Sh3bgrl2,NA,Turbo1_A
Tmem198,NA,Turbo1_A
Znf365,107882.793727421,Turbo1_A
Ppp1r12b,NA,Turbo1_A
Lhfpl2,NA,Turbo1_A
Lrrtm2,NA,Turbo1_A
Oxa1l,NA,Turbo1_A
Htatsf1,NA,Turbo1_A
Cpt1c,NA,Turbo1_A
Eif4b,NA,Turbo1_A
Samm50,NA,Turbo1_A
Cdc42se2,8166.33012890648,Turbo1_A
U2af1l4,NA,Turbo1_A
Slc7a6,NA,Turbo1_A
Synpr,1694790.32570385,Turbo1_A
Slc25a40,153378.074109003,Turbo1_A
Vipas39,NA,Turbo1_A
Aars,NA,Turbo1_A
Lrrc8d,NA,Turbo1_A
Arl15,NA,Turbo1_A
Ublcp1,NA,Turbo1_A
Epb41l5,NA,Turbo1_A
Cept1,NA,Turbo1_A
Flrt3,NA,Turbo1_A
Gpt2,NA,Turbo1_A
Phyhipl,NA,Turbo1_A
Ccny,NA,Turbo1_A
Timm29,NA,Turbo1_A
Hpcal4,NA,Turbo1_A
Cdc23,NA,Turbo1_A
Orai2,NA,Turbo1_A
Tm9sf4,NA,Turbo1_A
Wasf2,536309.394267723,Turbo1_A
Coro2b,NA,Turbo1_A
Wdr48,NA,Turbo1_A
Tiprl,NA,Turbo1_A
Slc25a12,NA,Turbo1_A
Gopc,625154.197273906,Turbo1_A
Dennd6a,NA,Turbo1_A
Atl1,NA,Turbo1_A
Sephs1,NA,Turbo1_A
Ano10,NA,Turbo1_A
Echs1,NA,Turbo1_A
Lrrc24,NA,Turbo1_A
Rab39b,NA,Turbo1_A
Dcakd,NA,Turbo1_A
Rab39a,NA,Turbo1_A
Atcay,NA,Turbo1_A
Maip1,NA,Turbo1_A
Pgs1,NA,Turbo1_A
Rab9b,240369.363061786,Turbo1_A
Gabra5,NA,Turbo1_A
Nipa1,NA,Turbo1_A
Tbc1d10b,NA,Turbo1_A
Elmo2,NA,Turbo1_A
Ganab,NA,Turbo1_A
Sybu,NA,Turbo1_A
Oscp1,NA,Turbo1_A
Snx14,NA,Turbo1_A
Fam49a,5430063.36172341,Turbo1_A
Mal2,NA,Turbo1_A
Cdkn2aip,NA,Turbo1_A
Mia3,NA,Turbo1_A
Frmd4a,NA,Turbo1_A
Comtd1,NA,Turbo1_A
Iars2,NA,Turbo1_A
Rufy1,NA,Turbo1_A
Dock9,NA,Turbo1_A
Cstf2,NA,Turbo1_A
Ranbp6,NA,Turbo1_A
Prune1,NA,Turbo1_A
Arl14ep,NA,Turbo1_A
Anks1b,NA,Turbo1_A
Zc3h14,NA,Turbo1_A
Dlgap2,NA,Turbo1_A
Ap5m1,NA,Turbo1_A
Nup93,NA,Turbo1_A
Chmp2b,NA,Turbo1_A
Zc2hc1a,NA,Turbo1_A
Slc6a17,NA,Turbo1_A
Fbxo30,NA,Turbo1_A
Slc30a6,NA,Turbo1_A
Eif2a,NA,Turbo1_A
Miga2,NA,Turbo1_A
Tmem11,NA,Turbo1_A
Csnk1a1,NA,Turbo1_A
Ahsa1,NA,Turbo1_A
Rcc2,NA,Turbo1_A
Pi4kb,NA,Turbo1_A
Cyp20a1,57821.4432791678,Turbo1_A
Tnrc6b,NA,Turbo1_A
Baiap2,NA,Turbo1_A
Slc25a29,335642.14274196,Turbo1_A
Usp54,NA,Turbo1_A
Unk,NA,Turbo1_A
Ablim2,NA,Turbo1_A
Eea1,NA,Turbo1_A
Slc17a6,NA,Turbo1_A
Nceh1,NA,Turbo1_A
Plcxd3,NA,Turbo1_A
Lsamp,NA,Turbo1_A
Rps6kc1,NA,Turbo1_A
Lss,NA,Turbo1_A
Unc80,NA,Turbo1_A
Cadm2,NA,Turbo1_A
Cpne4,NA,Turbo1_A
Flrt2,570466.141560808,Turbo1_A
Slc9a7,NA,Turbo1_A
Tarsl2,NA,Turbo1_A
Nyap2,NA,Turbo1_A
Tbck,NA,Turbo1_A
Cdh7,NA,Turbo1_A
Srp68,NA,Turbo1_A
Shc2,NA,Turbo1_A
Me3,NA,Turbo1_A
Dlat,NA,Turbo1_A
Rab3gap2,NA,Turbo1_A
Slc25a32,NA,Turbo1_A
Gga3,NA,Turbo1_A
Lars,NA,Turbo1_A
Qars,NA,Turbo1_A
Acbd3,NA,Turbo1_A
Mon1b,NA,Turbo1_A
Hadha,NA,Turbo1_A
Rassf2,NA,Turbo1_A
Fat3,NA,Turbo1_A
Derl2,NA,Turbo1_A
Neto2,NA,Turbo1_A
Armc6,NA,Turbo1_A
Kbtbd11,NA,Turbo1_A
Nars,NA,Turbo1_A
Rpl24,NA,Turbo1_A
Rbfox2,NA,Turbo1_A
Rhbdd3,NA,Turbo1_A
Mob1b,NA,Turbo1_A
Efemp1,NA,Turbo1_A
Tmem177,853302.65804784,Turbo1_A
Daam1,1401282.3883907,Turbo1_A
Map4k5,NA,Turbo1_A
Dmxl2,NA,Turbo1_A
Gpr180,NA,Turbo1_A
Ppp1r18,NA,Turbo1_A
Rgs7bp,NA,Turbo1_A
Ralgapb,NA,Turbo1_A
Bicd1,NA,Turbo1_A
Kirrel3,1450681.79958357,Turbo1_A
NA,NA,Turbo1_A
Scfd1,NA,Turbo1_A
Tmem209,NA,Turbo1_A
Rell2,NA,Turbo1_A
Prkaa2,NA,Turbo1_A
Cc2d1b,NA,Turbo1_A
Clasp2,NA,Turbo1_A
Gpr89a,NA,Turbo1_A
Rmdn2,NA,Turbo1_A
Pisd,NA,Turbo1_A
R3hcc1,NA,Turbo1_A
Rps6kb1,NA,Turbo1_A
Ppfia2,NA,Turbo1_A
Ap3s2,NA,Turbo1_A
Cpne3,NA,Turbo1_A
Tcp11l1,NA,Turbo1_A
Ndrg4,NA,Turbo1_A
Csnk1g1,NA,Turbo1_A
Srrm2,NA,Turbo1_A
Flna,NA,Turbo1_A
Cfap20,NA,Turbo1_A
Tusc3,NA,Turbo1_A
Pak4,NA,Turbo1_A
Hsdl1,NA,Turbo1_A
Kyat1,248529.46489276,Turbo1_A
Slc4a7,NA,Turbo1_A
Scfd2,NA,Turbo1_A
Gmppb,NA,Turbo1_A
Sec62,2579.31952647166,Turbo1_A
Iars,NA,Turbo1_A
Rap2c,98456.4408678937,Turbo1_A
Ilvbl,NA,Turbo1_A
Hook3,NA,Turbo1_A
Plekha1,NA,Turbo1_A
Fam163b,NA,Turbo1_A
Usp43,NA,Turbo1_A
Smad3,NA,Turbo1_A
Dock1,NA,Turbo1_A
Gphn,NA,Turbo1_A
Lsm11,NA,Turbo1_A
Gprasp2,NA,Turbo1_A
Ldah,1273.17546184001,Turbo1_A
Mpp7,NA,Turbo1_A
Atp6v1h,NA,Turbo1_A
Nat14,NA,Turbo1_A
Qdpr,NA,Turbo1_A
Snx17,NA,Turbo1_A
Jakmip1,NA,Turbo1_A
Ppme1,NA,Turbo1_A
Lrch3,NA,Turbo1_A
Nudt9,NA,Turbo1_A
Maob,NA,Turbo1_A
Camk1d,NA,Turbo1_A
Aldh5a1,NA,Turbo1_A
NA,NA,Turbo1_A
Arrb1,NA,Turbo1_A
Pithd1,NA,Turbo1_A
Gprin3,NA,Turbo1_A
Acaa2,NA,Turbo1_A
Dip2a,NA,Turbo1_A
Pkn2,NA,Turbo1_A
Etf1,NA,Turbo1_A
Naa25,NA,Turbo1_A
Kank2,NA,Turbo1_A
Pgam5,NA,Turbo1_A
Vps13c,NA,Turbo1_A
Osbpl2,NA,Turbo1_A
Lrfn5,NA,Turbo1_A
Clptm1l,NA,Turbo1_A
Agap1,NA,Turbo1_A
Slc7a14,NA,Turbo1_A
Nalcn,NA,Turbo1_A
Osbpl6,NA,Turbo1_A
Tmx3,NA,Turbo1_A
Usp47,NA,Turbo1_A
Tbc1d17,NA,Turbo1_A
Lpcat2,NA,Turbo1_A
Tnr,NA,Turbo1_A
Phactr3,NA,Turbo1_A
Ythdf3,NA,Turbo1_A
Nlgn3,NA,Turbo1_A
Rhof,NA,Turbo1_A
Lats1,NA,Turbo1_A
Cadps2,NA,Turbo1_A
Eogt,39214.2275102713,Turbo1_A
Abi3,594987.854478687,Turbo1_A
Slc9a9,NA,Turbo1_A
Arap2,NA,Turbo1_A
Rint1,NA,Turbo1_A
Ston2,NA,Turbo1_A
Lrrtm3,NA,Turbo1_A
Dnm3,NA,Turbo1_A
Tigar,NA,Turbo1_A
Tmem266,NA,Turbo1_A
NA,NA,Turbo1_A
Glmn,NA,Turbo1_A
Dock10,NA,Turbo1_A
Wwp1,164920.004650073,Turbo1_A
Dzank1,NA,Turbo1_A
Pak5,NA,Turbo1_A
Lrrc4c,823193.579766844,Turbo1_A
Arhgef10,NA,Turbo1_A
Rps6ka5,NA,Turbo1_A
Camkk2,NA,Turbo1_A
Strip1,NA,Turbo1_A
Zhx2,NA,Turbo1_A
Farsa,NA,Turbo1_A
Arhgap12,NA,Turbo1_A
Efl1,NA,Turbo1_A
Vps26b,NA,Turbo1_A
Sowahc,NA,Turbo1_A
Slc25a16,NA,Turbo1_A
Tmx4,161174.030123599,Turbo1_A
Wdr59,NA,Turbo1_A
Asrgl1,NA,Turbo1_A
Coro2a,NA,Turbo1_A
Zhx3,NA,Turbo1_A
Sipa1l1,NA,Turbo1_A
Slitrk6,NA,Turbo1_A
Sh3rf3,NA,Turbo1_A
Lnpep,NA,Turbo1_A
Slc39a6,NA,Turbo1_A
Cpne1,NA,Turbo1_A
Prepl,NA,Turbo1_A
Frs2,149674.246071794,Turbo1_A
Thop1,NA,Turbo1_A
Camsap2,NA,Turbo1_A
Septin11,NA,Turbo1_A
Tmem120a,359102.584449266,Turbo1_A
Ccz1,NA,Turbo1_A
Washc5,NA,Turbo1_A
Rbm14,45121792.7150382,Turbo1_A
Rft1,NA,Turbo1_A
Fam120c,NA,Turbo1_A
Shisa7,NA,Turbo1_A
NA,NA,Turbo1_A
Lmf2,NA,Turbo1_A
Gpr158,NA,Turbo1_A
Eri3,NA,Turbo1_A
Adgra1,965381.854514006,Turbo1_A
Aida,NA,Turbo1_A
Csnk1g3,367362.065582488,Turbo1_A
Lmbrd2,NA,Turbo1_A
Rae1,NA,Turbo1_A
Ano4,NA,Turbo1_A
Nadk2,NA,Turbo1_A
Clmn,NA,Turbo1_A
Tbcel,NA,Turbo1_A
Septin10,NA,Turbo1_A
Rtkn,NA,Turbo1_A
Usp20,NA,Turbo1_A
Vps52,NA,Turbo1_A
Crbn,492249.728032579,Turbo1_A
Cstf2t,NA,Turbo1_A
Pcyox1l,NA,Turbo1_A
Trim9,NA,Turbo1_A
Uba6,NA,Turbo1_A
N4bp3,NA,Turbo1_A
Emc1,NA,Turbo1_A
Tmem200a,NA,Turbo1_A
Myef2,NA,Turbo1_A
Itch,NA,Turbo1_A
Uba3,NA,Turbo1_A
Scai,NA,Turbo1_A
Ank2,NA,Turbo1_A
Elfn1,NA,Turbo1_A
Tmem163,423964.040865843,Turbo1_A
Shisa4,110679.062546434,Turbo1_A
Pde10a,NA,Turbo1_A
Pgm2l1,NA,Turbo1_A
Castor2,NA,Turbo1_A
Podxl2,2060.91818531924,Turbo1_A
Nhsl1,NA,Turbo1_A
Iba57,NA,Turbo1_A
Immt,18991480.3741891,Turbo1_A
Acat2,NA,Turbo1_A
Cnst,NA,Turbo1_A
Wdr37,NA,Turbo1_A
Mfsd6,NA,Turbo1_A
Abi1,22582547.1778474,Turbo1_A
Tmem63c,NA,Turbo1_A
Dctn4,NA,Turbo1_A
Cacnb2,NA,Turbo1_A
Synpo,NA,Turbo1_A
Vps53,NA,Turbo1_A
Prpf31,NA,Turbo1_A
Amer2,NA,Turbo1_A
H2afy2,NA,Turbo1_A
Timm21,NA,Turbo1_A
Bcas3,NA,Turbo1_A
Nemf,NA,Turbo1_A
Tceal5,NA,Turbo1_A
Insyn1,NA,Turbo1_A
Inpp5f,NA,Turbo1_A
Vcpip1,NA,Turbo1_A
Txnl1,NA,Turbo1_A
Tmem132c,NA,Turbo1_A
Tab1,NA,Turbo1_A
Scyl2,NA,Turbo1_A
Nedd4l,NA,Turbo1_A
Polr2b,NA,Turbo1_A
Wdr24,NA,Turbo1_A
Mef2c,446950.826070592,Turbo1_A
Rfk,NA,Turbo1_A
Cox10,NA,Turbo1_A
Rab43,27037.5783360327,Turbo1_A
Adprhl2,NA,Turbo1_A
Akr7a2,NA,Turbo1_A
Tp53bp2,NA,Turbo1_A
Shf,NA,Turbo1_A
Ppm1f,NA,Turbo1_A
Slc43a2,NA,Turbo1_A
Eprs,NA,Turbo1_A
Rgs12,NA,Turbo1_A
Wdr47,NA,Turbo1_A
Tcerg1,NA,Turbo1_A
Lonp1,NA,Turbo1_A
Gnal,NA,Turbo1_A
Adgrb2,NA,Turbo1_A
Slc24a4,NA,Turbo1_A
Calcoco1,NA,Turbo1_A
Ogt,NA,Turbo1_A
Cherp,NA,Turbo1_A
Sugp2,NA,Turbo1_A
Ccar1,NA,Turbo1_A
Sltm,NA,Turbo1_A
Nav1,NA,Turbo1_A
Synj1,NA,Turbo1_A
Phlpp1,NA,Turbo1_A
Rapgef2,NA,Turbo1_A
Septin8,NA,Turbo1_A
Mboat7,NA,Turbo1_A
Zc3h3,NA,Turbo1_A
Pym1,NA,Turbo1_A
Pgp,NA,Turbo1_A
Fbxo4,NA,Turbo1_A
Vps37a,NA,Turbo1_A
Ngef,NA,Turbo1_A
Epn2,NA,Turbo1_A
Rftn2,10296600.1329557,Turbo1_A
Pdlim5,NA,Turbo1_A
Steap3,NA,Turbo1_A
Vps50,NA,Turbo1_A
Pygb,NA,Turbo1_A
Osbpl11,NA,Turbo1_A
Fermt2,NA,Turbo1_A
Nup42,NA,Turbo1_A
Copa,NA,Turbo1_A
Prmt5,NA,Turbo1_A
Pak2,NA,Turbo1_A
Mark4,NA,Turbo1_A
Disp2,NA,Turbo1_A
Dock3,NA,Turbo1_A
Tmem259,6559.92224061831,Turbo1_A
Tbce,NA,Turbo1_A
Mical3,NA,Turbo1_A
Stau2,NA,Turbo1_A
Rassf8,NA,Turbo1_A
Ago3,NA,Turbo1_A
Ago1,NA,Turbo1_A
Plxnb1,NA,Turbo1_A
Hmgcs1,NA,Turbo1_A
Dner,NA,Turbo1_A
Acad9,NA,Turbo1_A
Syn3,NA,Turbo1_A
Eif3b,NA,Turbo1_A
Acsl5,NA,Turbo1_A
Slc4a8,NA,Turbo1_A
Lin7a,NA,Turbo1_A
Slc25a1,NA,Turbo1_A
Cpne5,NA,Turbo1_A
Adgrl2,NA,Turbo1_A
Spata2,NA,Turbo1_A
Sulf1,NA,Turbo1_A
Oplah,NA,Turbo1_A
Fnbp1l,NA,Turbo1_A
Bclaf1,NA,Turbo1_A
Scamp1,NA,Turbo1_A
Trhde,NA,Turbo1_A
Faim2,7776534.75697194,Turbo1_A
Cyp51a1,NA,Turbo1_A
Gmds,NA,Turbo1_A
Cdk17,269723.54132014,Turbo1_A
Gfm1,NA,Turbo1_A
Wrb,NA,Turbo1_A
Tbc1d23,NA,Turbo1_A
Eipr1,NA,Turbo1_A
Zbtb20,NA,Turbo1_A
Meak7,NA,Turbo1_A
Arhgap18,NA,Turbo1_A
Phyhip,NA,Turbo1_A
Rtn1,NA,Turbo1_A
Katnal1,NA,Turbo1_A
Hspa12a,NA,Turbo1_A
Dcun1d3,77096.2224708629,Turbo1_A
Ints9,NA,Turbo1_A
Plekho2,NA,Turbo1_A
Kiaa0319l,NA,Turbo1_A
Pdxk,NA,Turbo1_A
Tmem41b,598465.724034615,Turbo1_A
Cc2d1a,NA,Turbo1_A
Stx5,NA,Turbo1_A
Alkbh3,NA,Turbo1_A
Tdrd7,NA,Turbo1_A
Dnm1l,NA,Turbo1_A
Pnpla8,NA,Turbo1_A
Spats2,NA,Turbo1_A
Nek9,NA,Turbo1_A
Unc5d,NA,Turbo1_A
Spire2,NA,Turbo1_A
Wdr11,NA,Turbo1_A
Nckap1l,NA,Turbo1_A
NA,NA,Turbo1_A
Slc31a1,NA,Turbo1_A
Pacs1,NA,Turbo1_A
Arfip2,NA,Turbo1_A
Nat10,NA,Turbo1_A
Abcf3,NA,Turbo1_A
Fn3krp,NA,Turbo1_A
Gulp1,NA,Turbo1_A
Sdha,NA,Turbo1_A
Gpat4,52978.7905080138,Turbo1_A
Hacd3,NA,Turbo1_A
Edc3,NA,Turbo1_A
Otud6b,NA,Turbo1_A
Rell1,NA,Turbo1_A
Agfg1,NA,Turbo1_A
Trappc12,NA,Turbo1_A
Mrpl38,NA,Turbo1_A
Rfesd,58275.0365926762,Turbo1_A
Slc38a1,NA,Turbo1_A
Brox,NA,Turbo1_A
Ipo11,NA,Turbo1_A
Matr3,NA,Turbo1_A
Champ1,NA,Turbo1_A
Inpp5b,NA,Turbo1_A
Atat1,NA,Turbo1_A
Pigu,NA,Turbo1_A
Lrrtm1,NA,Turbo1_A
Dennd1a,NA,Turbo1_A
Rab15,NA,Turbo1_A
Plcl2,NA,Turbo1_A
Lzic,NA,Turbo1_A
Kcnq3,NA,Turbo1_A
Appl2,NA,Turbo1_A
Appl1,NA,Turbo1_A
Ndufs8,NA,Turbo1_A
Minar1,NA,Turbo1_A
Babam2,NA,Turbo1_A
Pom121,NA,Turbo1_A
Stxbp5,NA,Turbo1_A
Lgi3,NA,Turbo1_A
Pitrm1,395004.675877653,Turbo1_A
Abca9,NA,Turbo1_A
Ablim1,NA,Turbo1_A
Pank1,NA,Turbo1_A
Hecw1,NA,Turbo1_A
Rptor,NA,Turbo1_A
Cerk,NA,Turbo1_A
Pitpnc1,NA,Turbo1_A
Plce1,NA,Turbo1_A
Agpat4,NA,Turbo1_A
Naxe,NA,Turbo1_A
Sf3a1,NA,Turbo1_A
Slc8a2,NA,Turbo1_A
KRT78,NA,Turbo1_A
Ahsa2,NA,Turbo1_A
Hibch,NA,Turbo1_A
Acat1,NA,Turbo1_A
Stk32c,NA,Turbo1_A
Eif3l,NA,Turbo1_A
Mapre2,NA,Turbo1_A
Aimp2,NA,Turbo1_A
Gspt1,NA,Turbo1_A
Itpka,568077.965578735,Turbo1_A
Hnrnpl,NA,Turbo1_A
NA,45421.5458988009,Turbo1_A
Tceal3,NA,Turbo1_A
Kiaa0513,NA,Turbo1_A
Nup133,NA,Turbo1_A
Gga1,NA,Turbo1_A
Aamdc,99292.0583884123,Turbo1_A
Iqsec1,NA,Turbo1_A
Cacnb4,NA,Turbo1_A
Cacul1,NA,Turbo1_A
Sgpl1,NA,Turbo1_A
Aldh1l1,NA,Turbo1_A
Slc25a42,NA,Turbo1_A
Sirt3,NA,Turbo1_A
Flad1,NA,Turbo1_A
Sccpdh,NA,Turbo1_A
Bphl,NA,Turbo1_A
Zdhhc3,NA,Turbo1_A
Ero1a,NA,Turbo1_A
Syngr3,NA,Turbo1_A
Dock7,NA,Turbo1_A
Stac2,NA,Turbo1_A
Eif3c,NA,Turbo1_A
Cplx3,NA,Turbo1_A
Apbb3,NA,Turbo1_A
Hid1,NA,Turbo1_A
Nudcd3,NA,Turbo1_A
Dync1li1,NA,Turbo1_A
Chmp7,NA,Turbo1_A
Cog4,NA,Turbo1_A
Spart,NA,Turbo1_A
Rnf121,NA,Turbo1_A
Ap3m2,NA,Turbo1_A
Seh1l,NA,Turbo1_A
Abhd6,NA,Turbo1_A
Ptrh2,NA,Turbo1_A
Vps18,NA,Turbo1_A
Pspc1,NA,Turbo1_A
Rab11fip5,NA,Turbo1_A
Igsf8,NA,Turbo1_A
Tbc1d13,176297.16547079,Turbo1_A
Wipi1,NA,Turbo1_A
Tut1,NA,Turbo1_A
Mboat2,NA,Turbo1_A
Tcf25,NA,Turbo1_A
Aspa,NA,Turbo1_A
Ppp6r2,NA,Turbo1_A
Exoc1,NA,Turbo1_A
Stxbp6,968756.128154059,Turbo1_A
Sh3glb2,NA,Turbo1_A
Cacnb1,NA,Turbo1_A
Abca3,NA,Turbo1_A
Cadm4,NA,Turbo1_A
Rufy2,NA,Turbo1_A
Purg,NA,Turbo1_A
Ntng1,NA,Turbo1_A
Arhgef12,NA,Turbo1_A
Neto1,NA,Turbo1_A
Sla2,22146483.2544354,Turbo1_A
Luzp1,NA,Turbo1_A
Rbm12,NA,Turbo1_A
Mib2,NA,Turbo1_A
Sh3kbp1,NA,Turbo1_A
Snap47,NA,Turbo1_A
Prpsap2,NA,Turbo1_A
Apbb1ip,NA,Turbo1_A
Actr1b,NA,Turbo1_A
Usp15,NA,Turbo1_A
Wasf1,NA,Turbo1_A
Arl6ip5,NA,Turbo1_A
Usp33,NA,Turbo1_A
Vps39,NA,Turbo1_A
Wnt9a,NA,Turbo1_A
Cadm1,NA,Turbo1_A
Tmx1,261151.570856152,Turbo1_A
Aspscr1,NA,Turbo1_A
Mpdz,NA,Turbo1_A
Clptm1,NA,Turbo1_A
Lrrc14,NA,Turbo1_A
Rmc1,NA,Turbo1_A
Nrm,NA,Turbo1_A
Ndc1,NA,Turbo1_A
Spon1,226511.868238072,Turbo1_A
Reep2,411802.729411945,Turbo1_A
Mavs,NA,Turbo1_A
Dhcr24,NA,Turbo1_A
Ubxn4,NA,Turbo1_A
Sco2,4409.93835902691,Turbo1_A
Ncln,NA,Turbo1_A
Cth,NA,Turbo1_A
Rnpep,NA,Turbo1_A
Abhd17c,1687.22597371915,Turbo1_A
Acsf2,NA,Turbo1_A
Plppr2,NA,Turbo1_A
Gripap1,NA,Turbo1_A
Sgip1,NA,Turbo1_A
Bles03,NA,Turbo1_A
Tspyl4,239535.163191042,Turbo1_A
Pik3r4,NA,Turbo1_A
Hip1,NA,Turbo1_A
Lars2,NA,Turbo1_A
Myh9,NA,Turbo1_A
Uhrf1,21024.2238544428,Turbo1_A
Ppcs,NA,Turbo1_A
Hdlbp,NA,Turbo1_A
Psmd2,NA,Turbo1_A
Hnrnpul1,NA,Turbo1_A
Atp1a1,NA,Turbo1_A
Mical1,NA,Turbo1_A
Ccar2,NA,Turbo1_A
Cdipt,NA,Turbo1_A
Ptgr2,NA,Turbo1_A
Sirt2,NA,Turbo1_A
Dock6,NA,Turbo1_A
Stx18,NA,Turbo1_A
Snrk,704452.467827501,Turbo1_A
Zdhhc5,NA,Turbo1_A
Mtmr6,NA,Turbo1_A
Mios,NA,Turbo1_A
Gdap1l1,NA,Turbo1_A
Rcc1,NA,Turbo1_A
Oxnad1,NA,Turbo1_A
Uba5,NA,Turbo1_A
Paip1,NA,Turbo1_A
Fam114a2,NA,Turbo1_A
Srsf4,NA,Turbo1_A
Lgalsl,NA,Turbo1_A
Lmcd1,NA,Turbo1_A
Rpa1,NA,Turbo1_A
Gramd1a,NA,Turbo1_A
Exd2,NA,Turbo1_A
Arl8a,NA,Turbo1_A
Epm2aip1,NA,Turbo1_A
Erlec1,NA,Turbo1_A
Vps4a,NA,Turbo1_A
Tmem30a,NA,Turbo1_A
Rhbdd2,NA,Turbo1_A
Hnrnpu,NA,Turbo1_A
Slc25a3,NA,Turbo1_A
Rbm39,NA,Turbo1_A
Sec63,NA,Turbo1_A
Amot,NA,Turbo1_A
Agap3,NA,Turbo1_A
Wasf3,2519699.84597639,Turbo1_A
Mark1,NA,Turbo1_A
Caskin2,8738438.80307062,Turbo1_A
Mlc1,6681375.16245884,Turbo1_A
Dhx36,NA,Turbo1_A
Setd7,NA,Turbo1_A
Serpinb1b,NA,Turbo1_A
Ppp1r16b,NA,Turbo1_A
Acot11,NA,Turbo1_A
Gatad2b,NA,Turbo1_A
Cacng8,10761693.7576997,Turbo1_A
Cacng5,1563.37353262591,Turbo1_A
Cspg4,818506.538711246,Turbo1_A
Pxn,NA,Turbo1_A
Lrp4,5242067.22037462,Turbo1_A
Pcnx3,37110.3435273839,Turbo1_A
Sfpq,NA,Turbo1_A
Ciapin1,NA,Turbo1_A
Impa2,NA,Turbo1_A
Wdr13,NA,Turbo1_A
Acot7,NA,Turbo1_A
Slc12a5,NA,Turbo1_A
Nrbp2,NA,Turbo1_A
Rab14,NA,Turbo1_A
Sfxn3,NA,Turbo1_A
Isoc1,NA,Turbo1_A
Acly,NA,Turbo1_A
Rhobtb2,NA,Turbo1_A
Eif4a3,NA,Turbo1_A
Ghitm,629503.393738578,Turbo1_A
Ndufs1,NA,Turbo1_A
Slc27a4,NA,Turbo1_A
Snx9,NA,Turbo1_A
Memo1,NA,Turbo1_A
Stk38,NA,Turbo1_A
Itm2c,NA,Turbo1_A
Chchd6,NA,Turbo1_A
Atp5f1c,NA,Turbo1_A
Ddx1,NA,Turbo1_A
Map1lc3a,NA,Turbo1_A
Farp2,3089600.55895901,Turbo1_A
Golga4,NA,Turbo1_A
Ubap2,NA,Turbo1_A
Znf622,NA,Turbo1_A
Smap1,NA,Turbo1_A
Tdrd3,NA,Turbo1_A
NA,NA,Turbo1_A
Ncoa5,NA,Turbo1_A
Csde1,NA,Turbo1_A
Tmem19,NA,Turbo1_A
Vps11,NA,Turbo1_A
Man2c1,NA,Turbo1_A
Cdc42ep1,909731.39149951,Turbo1_A
Hdac11,450538.392008079,Turbo1_A
Setd3,NA,Turbo1_A
Acsl6,NA,Turbo1_A
Daglb,NA,Turbo1_A
Elp2,NA,Turbo1_A
Prkag2,NA,Turbo1_A
Dgkg,NA,Turbo1_A
Frs3,NA,Turbo1_A
Fubp1,NA,Turbo1_A
Spryd4,NA,Turbo1_A
Eif3h,NA,Turbo1_A
Strbp,NA,Turbo1_A
Eva1a,619855.43151768,Turbo1_A
Yars,NA,Turbo1_A
Cisd1,NA,Turbo1_A
Cbs,NA,Turbo1_A
As3mt,NA,Turbo1_A
Zdhhc7,NA,Turbo1_A
Crtc3,NA,Turbo1_A
Ncald,NA,Turbo1_A
Vps36,NA,Turbo1_A
Pnpo,364006.411657514,Turbo1_A
Osbpl1a,NA,Turbo1_A
Dlg2,NA,Turbo1_A
Glra3,NA,Turbo1_A
Pip4k2c,NA,Turbo1_A
Basp1,NA,Turbo1_A
Pcdhga4,6307565.08143539,Turbo1_A
Pcdhb18,NA,Turbo1_A
Pcdha9,NA,Turbo1_A
Pcdha7,NA,Turbo1_A
Slc13a3,3400.8046697799,Turbo1_A
Mapk8,NA,Turbo1_A
Aldob,NA,Turbo1_A
Dcp1a,NA,Turbo1_A
Wasl,NA,Turbo1_A
Ipo9,NA,Turbo1_A
Atl3,NA,Turbo1_A
Asl,NA,Turbo1_A
Arhgap35,NA,Turbo1_A
Uap1,NA,Turbo1_A
L2hgdh,NA,Turbo1_A
Csdc2,NA,Turbo1_A
Rpn1,NA,Turbo1_A
Twf1,NA,Turbo1_A
EEF1AKNMT,NA,Turbo1_A
Camk1,NA,Turbo1_A
Ndufv1,NA,Turbo1_A
Rnf185,NA,Turbo1_A
Ythdf2,NA,Turbo1_A
Lpgat1,NA,Turbo1_A
Ptbp2,NA,Turbo1_A
Ttc1,NA,Turbo1_A
Fyttd1,NA,Turbo1_A
Grhpr,NA,Turbo1_A
Diras1,NA,Turbo1_A
Srgap2,NA,Turbo1_A
Bmp2k,NA,Turbo1_A
Pcca,NA,Turbo1_A
Vangl2,NA,Turbo1_A
Abhd3,NA,Turbo1_A
Ugp2,NA,Turbo1_A
Sh2b1,1222997.41884221,Turbo1_A
Rab4b,NA,Turbo1_A
