GeneSymbol,FC,pval,BioID,cell
Hist2h2ac,9.658641,0.04481153,NL1,Astrocyte
Slc13a5,2.960697,0.000185539,NL1,Astrocyte
Rapgefl1,2.594789,0.03847679,NL1,Astrocyte
Pkp4,1.755019,0.0001101175,NL1,Astrocyte
Nop58,2.724174,0.01189336,NL1,Astrocyte
Brinp2,4.350391,0.009805382,NL1,Astrocyte
Megf10,1.893033,0.03304226,NL1,Astrocyte
Wls,1.56251,0.04117127,NL1,Astrocyte
Anks6,3.14509,0.01038229,NL1,Astrocyte
Dgkb,1.800179,0.001500059,NL1,Astrocyte
Fbxo41,1.680249,0.01241728,NL1,Astrocyte
Npepl1,1.699092,0.01548226,NL1,Astrocyte
Hdac4,1.761721,0.02139962,NL1,Astrocyte
Dgkq,2.26075,0.005115556,NL1,Astrocyte
Ttyh3,3.642442,0.002733456,NL1,Astrocyte
Xpo1,1.553574,0.0115339,NL1,Astrocyte
Garem2,4.750042,0.009939141,NL1,Astrocyte
Nyap1,3.664884,0.0007417932,NL1,Astrocyte
Med16,5.969694,2.108546e-06,NL1,Astrocyte
Flrt1,5.356841,0.004880647,NL1,Astrocyte
Ntrk3,1.770337,0.03679113,NL1,Astrocyte
Rps27,1.778407,0.005260796,NL1,Astrocyte
Rps27l,2.873305,0.0341427,NL1,Astrocyte
Cspg5,1.745238,0.01660993,NL1,Astrocyte
Ostc,1.515271,0.001340191,NL1,Astrocyte
Cyfip1,1.779931,0.00641897,NL1,Astrocyte
Mtmr10,2.101167,0.03274291,NL1,Astrocyte
Abtb2,1.514868,0.004746362,NL1,Astrocyte
Lrrc75a,2.045277,0.03175756,NL1,Astrocyte
Mib1,6.91393,0.02324204,NL1,Astrocyte
Lrfn2,1.710059,0.01826029,NL1,Astrocyte
Adcy2,1.732902,0.002024105,NL1,Astrocyte
Slc20a2,2.527292,0.003311442,NL1,Astrocyte
Dtx3,1.708077,0.002979003,NL1,Astrocyte
Kirrel1,10.05313,0.003831398,NL1,Astrocyte
Usp6nl,2.27385,0.01952553,NL1,Astrocyte
Rap2a,1.780892,0.03170654,NL1,Astrocyte
Slitrk2,1.594691,0.003237056,NL1,Astrocyte
Actbl2,76.78608,0.009759465,NL1,Astrocyte
Znf365,1.796368,0.03824956,NL1,Astrocyte
Cdc42se2,104.9026,0.01400732,NL1,Astrocyte
Synpr,3.109199,0.007528519,NL1,Astrocyte
Slc25a40,4.529276,0.0001208958,NL1,Astrocyte
Wasf2,4.433929,0.001963615,NL1,Astrocyte
Gopc,3.101526,1.195591e-06,NL1,Astrocyte
Rab9b,1.856603,0.04498966,NL1,Astrocyte
Fam49a,1.628698,5.623372e-05,NL1,Astrocyte
Cyp20a1,1.97959,0.001306783,NL1,Astrocyte
Slc25a29,1.769341,0.01013541,NL1,Astrocyte
Flrt2,2.026463,0.0005260913,NL1,Astrocyte
Tmem177,1.538778,0.04585926,NL1,Astrocyte
Daam1,1.566257,0.01509677,NL1,Astrocyte
Kirrel3,2.814271,0.03300113,NL1,Astrocyte
Kyat1,3.331738,0.007343377,NL1,Astrocyte
Sec62,164.6147,0.009402959,NL1,Astrocyte
Rap2c,1.609927,0.02602001,NL1,Astrocyte
Ldah,84.49273,0.003444891,NL1,Astrocyte
Eogt,1.621134,0.03967356,NL1,Astrocyte
Abi3,3.201499,0.0125608,NL1,Astrocyte
Wwp1,1.766543,0.006860578,NL1,Astrocyte
Lrrc4c,2.214101,0.01128103,NL1,Astrocyte
Tmx4,1.878877,0.03554883,NL1,Astrocyte
Frs2,2.698369,0.003660147,NL1,Astrocyte
Tmem120a,1.534929,0.00744744,NL1,Astrocyte
Rbm14,1.518239,0.01186384,NL1,Astrocyte
Adgra1,1.842309,0.02225398,NL1,Astrocyte
Csnk1g3,2.738746,0.003798253,NL1,Astrocyte
Crbn,2.126596,0.0263357,NL1,Astrocyte
Tmem163,1.584073,0.01478225,NL1,Astrocyte
Shisa4,6.390156,4.603737e-05,NL1,Astrocyte
Podxl2,16.76653,0.02540883,NL1,Astrocyte
Immt,1.648214,0.01366165,NL1,Astrocyte
Abi1,3.156688,0.003679217,NL1,Astrocyte
Mef2c,1.657924,0.002703889,NL1,Astrocyte
Rab43,1.519062,0.02900923,NL1,Astrocyte
Rftn2,1.641108,0.03546568,NL1,Astrocyte
Tmem259,104.3904,0.01051041,NL1,Astrocyte
Faim2,1.860312,0.03057014,NL1,Astrocyte
Cdk17,4.093988,0.0001894947,NL1,Astrocyte
Dcun1d3,1.698666,0.00997552,NL1,Astrocyte
Tmem41b,1.651334,0.003093296,NL1,Astrocyte
Gpat4,2.388855,0.005918257,NL1,Astrocyte
Rfesd,1.504335,0.02202378,NL1,Astrocyte
Pitrm1,1.578701,0.04202467,NL1,Astrocyte
Itpka,2.407192,0.004997489,NL1,Astrocyte
Aamdc,1.759807,0.01285918,NL1,Astrocyte
Tbc1d13,1.505117,0.009733719,NL1,Astrocyte
Stxbp6,1.872382,0.04980712,NL1,Astrocyte
Sla2,1.688683,0.03941284,NL1,Astrocyte
Tmx1,2.958988,0.001315915,NL1,Astrocyte
Spon1,2.627684,0.003667278,NL1,Astrocyte
Reep2,3.041284,0.01519924,NL1,Astrocyte
Sco2,146.212,0.0003666523,NL1,Astrocyte
Abhd17c,18.83946,0.02407772,NL1,Astrocyte
Tspyl4,2.000551,0.01740754,NL1,Astrocyte
Uhrf1,6.342831,0.0001352405,NL1,Astrocyte
Snrk,1.744136,0.001409003,NL1,Astrocyte
Wasf3,6.565221,0.001647462,NL1,Astrocyte
Caskin2,1.944743,0.0009340203,NL1,Astrocyte
Mlc1,1.946007,9.041369e-05,NL1,Astrocyte
Cacng8,1.939798,0.001090653,NL1,Astrocyte
Cacng5,29.93352,0.01441213,NL1,Astrocyte
Cspg4,2.195662,0.004623677,NL1,Astrocyte
Lrp4,2.0065,0.002518663,NL1,Astrocyte
Pcnx3,2.973746,0.04041661,NL1,Astrocyte
Ghitm,2.666339,0.04280317,NL1,Astrocyte
Farp2,1.581765,0.0273642,NL1,Astrocyte
Cdc42ep1,1.942724,0.02514655,NL1,Astrocyte
Hdac11,1.803784,4.917028e-05,NL1,Astrocyte
Eva1a,2.912589,0.005112429,NL1,Astrocyte
Pnpo,2.387965,0.03000879,NL1,Astrocyte
Pcdhga4,1.567872,0.02882859,NL1,Astrocyte
Slc13a3,7.822537,0.0004830399,NL1,Astrocyte
Sh2b1,1.638126,0.01904484,NL1,Astrocyte
Fgd4,2.369944,8.954348e-05,NL1,Astrocyte
Coro6,2.166242,0.04992126,NL1,Astrocyte
Ak5,1.515868,0.001363037,NL1,Astrocyte
Chid1,1.589043,0.01421183,NL1,Astrocyte
Gprc5b,4.444962,7.409802e-05,NL1,Astrocyte
Sfxn5,1.554828,0.0002863203,NL1,Astrocyte
Hnrnpab,1.610279,0.04285289,NL1,Astrocyte
Mlycd,2.019459,0.01831197,NL1,Astrocyte
Dhrs7b,1.754966,0.0001952427,NL1,Astrocyte
Gpr37l1,1.870659,0.003702424,NL1,Astrocyte
Plpp3,4.036559,0.001227005,NL1,Astrocyte
Nlgn1,31.58102,0.0005035044,NL1,Astrocyte
Tmem51,2.11045,0.001742395,NL1,Astrocyte
Tmem121b,1.919257,0.003266583,NL1,Astrocyte
Mrpl9,1.803176,0.006965908,NL1,Astrocyte
Mrpl3,1.797944,0.0009066939,NL1,Astrocyte
Ranbp17,2.33202,0.03994935,NL1,Astrocyte
Pard3,1.615898,0.01486513,NL1,Astrocyte
Lrrc4,1.902138,0.0009569159,NL1,Astrocyte
Atp5mg,1.754003,0.04667172,NL1,Astrocyte
Rpl17,1.628402,0.02701517,NL1,Astrocyte
Pgls,2.155809,0.01507736,NL1,Astrocyte
Ndufa2,1.589782,0.002450408,NL1,Astrocyte
Tmem100,2.293319,0.009093183,NL1,Astrocyte
Txndc12,147.0779,0.009382779,NL1,Astrocyte
Ykt6,1.902985,0.01733537,NL1,Astrocyte
Cldnd1,1.793731,0.01332484,NL1,Astrocyte
Gdpd1,1.508846,0.009381315,NL1,Astrocyte
Nubpl,1.585766,0.03683865,NL1,Astrocyte
Prxl2a,1.779791,0.008105018,NL1,Astrocyte
Antxr1,5.4746,0.0004866276,NL1,Astrocyte
Emc4,3.612714,0.0005355852,NL1,Astrocyte
Mrpl53,1.626737,0.03948263,NL1,Astrocyte
Sec13,4.200402,0.0001589421,NL1,Astrocyte
Ttyh1,1.639511,0.04021308,NL1,Astrocyte
Oxsm,2.458436,0.01149399,NL1,Astrocyte
Gabra4,1.98104,0.003054494,NL1,Astrocyte
Fam210b,3.190328,0.04198088,NL1,Astrocyte
Jam3,1.713529,0.005878617,NL1,Astrocyte
Slc22a17,1.540686,0.002690818,NL1,Astrocyte
Prkar1a,1.999034,0.0009937223,NL1,Astrocyte
Gpatch1,9.480039,0.01204893,NL1,Astrocyte
Mxra8,4.894715,0.005657501,NL1,Astrocyte
Pycr3,1.539167,0.00348652,NL1,Astrocyte
Gstk1,1.555546,0.03984206,NL1,Astrocyte
Slc38a3,2.30236,0.003415303,NL1,Astrocyte
Mettl26,1.583056,0.02223504,NL1,Astrocyte
Dtd1,1.528744,0.0003502905,NL1,Astrocyte
Cyp4f14,2.661634,0.04799908,NL1,Astrocyte
Rp2,1.924853,0.04061612,NL1,Astrocyte
Slc23a2,1.65187,0.01615217,NL1,Astrocyte
Sorcs2,2.007431,0.02440578,NL1,Astrocyte
Elovl4,1.942317,0.03237691,NL1,Astrocyte
Slco1c1,1.588902,0.009046636,NL1,Astrocyte
Gucy1a1,5.883438,0.0009524834,NL1,Astrocyte
Ube3b,7.53092,0.001972279,NL1,Astrocyte
Dysf,2.143506,0.01332178,NL1,Astrocyte
Capn10,1.542227,0.03912142,NL1,Astrocyte
Palld,8.118122,0.03745222,NL1,Astrocyte
Jam2,1.960966,0.01297131,NL1,Astrocyte
Ddx21,1.510714,0.01719721,NL1,Astrocyte
Plscr3,2.74516,0.007698431,NL1,Astrocyte
Rnase4,1.87729,0.01433487,NL1,Astrocyte
Cacng4,5.863355,0.01464044,NL1,Astrocyte
Tuba8,1.612601,0.01930366,NL1,Astrocyte
Kcnq5,2.984194,0.009230944,NL1,Astrocyte
Kcnq4,2.295772,0.01148423,NL1,Astrocyte
Ap3m1,1.604764,0.0007017181,NL1,Astrocyte
Stx6,1.682252,0.03887072,NL1,Astrocyte
Hyou1,1.772238,0.03801923,NL1,Astrocyte
Extl1,1.944099,0.02830825,NL1,Astrocyte
Mpp6,1.580595,0.04198156,NL1,Astrocyte
Tgm1,15.80388,0.004398004,NL1,Astrocyte
Kcnj10,2.190467,0.009566242,NL1,Astrocyte
Stard10,11.59454,0.0006854019,NL1,Astrocyte
Neu3,5.860502,0.005254099,NL1,Astrocyte
Sema7a,1.734705,0.03825897,NL1,Astrocyte
Fbxo6,14.78621,0.0004093824,NL1,Astrocyte
Gabrg1,8.316401,0.01885309,NL1,Astrocyte
Capn7,1.68597,0.009243089,NL1,Astrocyte
Tenm1,3.076755,0.001090564,NL1,Astrocyte
Tenm3,1.522306,0.0136223,NL1,Astrocyte
Clcn5,1.70207,0.01103743,NL1,Astrocyte
Magi2,2.172858,0.006030764,NL1,Astrocyte
Cldn10,2.387588,0.0003537158,NL1,Astrocyte
Ror2,2.253016,0.03011862,NL1,Astrocyte
Slc25a14,10.06963,0.001507367,NL1,Astrocyte
Mtm1,2.377037,0.001260776,NL1,Astrocyte
Vstm4,15.69282,0.007639239,NL1,Astrocyte
Auts2,1.962833,0.002327843,NL3,Astrocyte
Ptprf,2.174491,0.0488886,NL3,Astrocyte
Tmem201,1.533929,0.008778024,NL3,Astrocyte
Faap100,16.55233,0.0004368098,NL3,Astrocyte
Ajm1,1.868106,0.0006239899,NL3,Astrocyte
Fmnl2,1.662592,0.006661108,NL3,Astrocyte
Nwd1,2.323236,0.04000863,NL3,Astrocyte
Mthfd2l,1.688258,0.007641066,NL3,Astrocyte
Gsg1l,2.484471,0.005763331,NL3,Astrocyte
Prrt2,2.084849,0.01589735,NL3,Astrocyte
Dchs1,2.061428,0.02223944,NL3,Astrocyte
Sbf2,2.535312,0.01547332,NL3,Astrocyte
Fry,1.784641,0.01787995,NL3,Astrocyte
S1pr1,1.593678,0.01062503,NL3,Astrocyte
Ephb6,1.913333,0.001668423,NL3,Astrocyte
Unc5c,1.572371,0.004498175,NL3,Astrocyte
Snap23,3.011719,0.002149739,NL3,Astrocyte
Psmb1,3.277735,0.01086542,NL3,Astrocyte
Ndufb11,2.630043,0.01642389,NL3,Astrocyte
Agpat1,1.582556,0.0298926,NL3,Astrocyte
Bmpr2,1.94403,0.003777095,NL3,Astrocyte
Mrps12,2.338887,0.01513046,NL3,Astrocyte
Api5,14.63783,0.006225595,NL3,Astrocyte
Slc1a4,2.43131,0.03272283,NL3,Astrocyte
Aldh1a7,3.933896,0.02545,NL3,Astrocyte
Rab33b,1.517006,0.02801428,NL3,Astrocyte
Sdc4,4.795637,0.005031775,NL3,Astrocyte
Cacna1b,3.133615,0.02749745,NL3,Astrocyte
Sap18,1.528558,0.04572493,NL3,Astrocyte
Tesk1,1.721435,0.003599076,NL3,Astrocyte
Atp9a,1.574703,0.001912144,NL3,Astrocyte
Itgb5,2.143566,0.00145424,NL3,Astrocyte
Ulk1,1.560461,0.012496,NL3,Astrocyte
Sfn,37.84541,0.01858661,NL3,Astrocyte
Hsd17b12,2.011311,0.001592553,NL3,Astrocyte
Dtnb,2.618056,0.002442451,NL3,Astrocyte
Cask,1.513486,0.02211978,NL3,Astrocyte
Ppt1,1.919241,0.04610084,NL3,Astrocyte
Cops6,6.493921,0.0005346092,NL3,Astrocyte
Cacng2,1.737643,0.0497592,NL3,Astrocyte
Lin7c,1.565397,0.03183454,NL3,Astrocyte
Itm2b,127.8436,0.007496585,NL3,Astrocyte
Fhit,1.829523,0.02464197,NL3,Astrocyte
Mtnd5,1.70173,0.006936782,NL3,Astrocyte
Nras,28.37139,0.01449122,NL3,Astrocyte
Itgb1,2.236427,0.01056915,NL3,Astrocyte
Nudt10,1.500454,0.01426668,NL3,Astrocyte
Lrrc4b,2.013881,0.001759259,NL3,Astrocyte
Igsf11,3.337575,0.001189058,NL3,Astrocyte
Alad,1.502785,0.0217788,NL3,Astrocyte
Ctsb,2.388903,0.007294612,NL3,Astrocyte
Slc3a2,2.255023,0.003719567,NL3,Astrocyte
Dmd,1.698818,0.02754067,NL3,Astrocyte
Camk2a,1.757975,0.001937788,NL3,Astrocyte
Gpd1,1.562614,0.006811953,NL3,Astrocyte
Cdh2,5.173188,0.001036859,NL3,Astrocyte
Cd44,1.691863,0.04381999,NL3,Astrocyte
Kcna1,18.82738,0.009895981,NL3,Astrocyte
Ass1,1.555497,0.02994098,NL3,Astrocyte
Slc2a1,1.6301,0.0001811443,NL3,Astrocyte
Ptpra,1.535206,0.005632091,NL3,Astrocyte
Slc7a2,5.937943,2.191615e-05,NL3,Astrocyte
Rps6ka3,1.613022,0.0342932,NL3,Astrocyte
KRT15,4.113334,0.04243183,NL3,Astrocyte
Gstp1,1.65258,0.04832697,NL3,Astrocyte
Rpl13a,1.564048,0.01708227,NL3,Astrocyte
Mpv17,2.080826,0.001705473,NL3,Astrocyte
Gja1,2.870952,0.0002088088,NL3,Astrocyte
Gabra2,2.858032,0.0005114689,NL3,Astrocyte
Gna12,3.552986,0.0001233665,NL3,Astrocyte
Gna13,2.330756,0.0003127371,NL3,Astrocyte
Gabrg3,13.99671,0.0002990136,NL3,Astrocyte
Slc6a9,2.751524,0.001666349,NL3,Astrocyte
Ptprm,2.15498,0.00160651,NL3,Astrocyte
Slc6a1,1.965749,0.003013188,NL3,Astrocyte
Slc6a11,2.249553,0.0006114409,NL3,Astrocyte
Chrm4,1.507252,0.03933524,NL3,Astrocyte
Rab12,1.541982,0.0006802611,NL3,Astrocyte
Rab22a,1.826448,0.03012642,NL3,Astrocyte
Rab23,1.77871,0.006203215,NL3,Astrocyte
Gnl1,2.55741,0.0009903769,NL3,Astrocyte
Cdh4,11.43865,0.001155686,NL3,Astrocyte
Dnm2,1.709052,0.005776999,NL3,Astrocyte
Fyn,1.609823,0.001492001,NL3,Astrocyte
Abca1,1.613415,0.003471058,NL3,Astrocyte
Matk,2.024592,0.01946421,NL3,Astrocyte
Lifr,1.577329,0.01834095,NL3,Astrocyte
Slc1a2,1.841398,0.001823721,NL3,Astrocyte
Rab11b,1.62894,0.01899092,NL3,Astrocyte
Pla2g4a,2.313592,0.01207044,NL3,Astrocyte
Srprb,1.603836,0.03649366,NL3,Astrocyte
Rpl6,1.760711,0.03415012,NL3,Astrocyte
Ppp3cc,1.694107,0.02287156,NL3,Astrocyte
Gabrb1,3.743739,0.0002769646,NL3,Astrocyte
Ppox,1.781133,0.02127594,NL3,Astrocyte
Rpl9,1.780331,0.005687187,NL3,Astrocyte
Clcn3,1.590028,0.005397967,NL3,Astrocyte
Slc1a5,1.716421,0.0290392,NL3,Astrocyte
Jak1,1.519546,0.03727825,NL3,Astrocyte
Rida,3.598575,0.004660132,NL3,Astrocyte
Slc12a2,1.945692,0.006422754,NL3,Astrocyte
Cdh11,5.595282,2.315492e-05,NL3,Astrocyte
Slc1a3,2.104447,0.00925002,NL3,Astrocyte
Evc,23.65821,1.166319e-05,NL3,Astrocyte
Slc16a3,1.567038,0.03585336,NL3,Astrocyte
Plscr4,2.42545,0.002053883,NL3,Astrocyte
Kcnn2,1.594598,0.01344682,NL3,Astrocyte
Kcnn3,1.690883,0.0001436659,NL3,Astrocyte
Ctdsp1,7.286248,0.002220862,NL3,Astrocyte
Tbc1d10a,1.591303,0.005766763,NL3,Astrocyte
Rab2b,1.809696,0.003546404,NL3,Astrocyte
Lzts1,1.981162,0.0002018196,NL3,Astrocyte
Megf8,1.879028,0.0105374,NL3,Astrocyte
Arf3,1.765977,0.03294444,NL3,Astrocyte
Rap2b,1.559091,0.01049649,NL3,Astrocyte
Dcaf7,1.656143,0.02304529,NL3,Astrocyte
Rps23,1.73525,0.003651416,NL3,Astrocyte
Abi2,2.982632,0.001091805,NL3,Astrocyte
Rpl18a,1.526712,0.02765291,NL3,Astrocyte
Rps6,1.649713,0.01578697,NL3,Astrocyte
Tra2b,1.637258,0.02739245,NL3,Astrocyte
Slc7a10,2.034515,0.001883488,NL3,Astrocyte
Hrh1,4.059009,0.009129776,NL3,Astrocyte
Lrig1,3.601917,0.001289841,NL3,Astrocyte
Adcyap1r1,1.56923,0.01923792,NL3,Astrocyte
Fgf13,3.820236,1.488479e-05,NL3,Astrocyte
Cdh10,3.75879,0.0007712586,NL3,Astrocyte
Slc7a3,1.811202,0.0206873,NL3,Astrocyte
Slc9a3r1,2.086424,0.01290954,NL3,Astrocyte
Stx4,2.036073,0.001525079,NL3,Astrocyte
Pde7a,2.688184,0.04993586,NL3,Astrocyte
Tubg1,2.045658,0.0006482803,NL3,Astrocyte
Evi5,1.764385,0.004476817,NL3,Astrocyte
Ica1,2.576424,0.0005493224,NL3,Astrocyte
